ChildMortalityID,CountryKey,DateID,genderID,HealthCoverageDataID,HungerKey,PovertyDataID,SuicideKey,PopulationID,HungerKey,PovertyDataID,ChildMortality,MortalityRate
1474,44,39,2,448,88,102,505,41,88,102,148.0,0.0180052210274703
1475,44,39,2,448,88,102,506,41,88,102,148.0,0.0180052210274703
1476,44,39,2,448,88,102,507,41,88,102,148.0,0.0180052210274703
1477,44,39,2,448,88,103,505,41,88,103,148.0,0.0180052210274703
1478,44,39,2,448,88,103,506,41,88,103,148.0,0.0180052210274703
1479,44,39,2,448,88,103,507,41,88,103,148.0,0.0180052210274703
1480,44,39,2,448,88,104,505,41,88,104,148.0,0.0180052210274703
1481,44,39,2,448,88,104,506,41,88,104,148.0,0.0180052210274703
1482,44,39,2,448,88,104,507,41,88,104,148.0,0.0180052210274703
1483,44,39,2,448,88,105,505,41,88,105,148.0,0.0180052210274703
1484,44,39,2,448,88,105,506,41,88,105,148.0,0.0180052210274703
1485,44,39,2,448,88,105,507,41,88,105,148.0,0.0180052210274703
1486,44,39,2,448,89,93,505,41,89,93,148.0,0.0180052210274703
1487,44,39,2,448,89,93,506,41,89,93,148.0,0.0180052210274703
1488,44,39,2,448,89,93,507,41,89,93,148.0,0.0180052210274703
1489,44,39,2,448,89,94,505,41,89,94,148.0,0.0180052210274703
1490,44,39,2,448,89,94,506,41,89,94,148.0,0.0180052210274703
1491,44,39,2,448,89,94,507,41,89,94,148.0,0.0180052210274703
1492,44,39,2,448,89,95,505,41,89,95,148.0,0.0180052210274703
1493,44,39,2,448,89,95,506,41,89,95,148.0,0.0180052210274703
1494,44,39,2,448,89,95,507,41,89,95,148.0,0.0180052210274703
1495,44,39,2,448,89,96,505,41,89,96,148.0,0.0180052210274703
1496,44,39,2,448,89,96,506,41,89,96,148.0,0.0180052210274703
1497,44,39,2,448,89,96,507,41,89,96,148.0,0.0180052210274703
1498,44,39,2,448,89,97,505,41,89,97,148.0,0.0180052210274703
1499,44,39,2,448,89,97,506,41,89,97,148.0,0.0180052210274703
1500,44,39,2,448,89,97,507,41,89,97,148.0,0.0180052210274703
1501,44,39,2,448,89,98,505,41,89,98,148.0,0.0180052210274703
1502,44,39,2,448,89,98,506,41,89,98,148.0,0.0180052210274703
1503,44,39,2,448,89,98,507,41,89,98,148.0,0.0180052210274703
1504,44,39,2,448,89,99,505,41,89,99,148.0,0.0180052210274703
1505,44,39,2,448,89,99,506,41,89,99,148.0,0.0180052210274703
1506,44,39,2,448,89,99,507,41,89,99,148.0,0.0180052210274703
1507,44,39,2,448,89,100,505,41,89,100,148.0,0.0180052210274703
1508,44,39,2,448,89,100,506,41,89,100,148.0,0.0180052210274703
1509,44,39,2,448,89,100,507,41,89,100,148.0,0.0180052210274703
1510,44,39,2,448,89,101,505,41,89,101,148.0,0.0180052210274703
1511,44,39,2,448,89,101,506,41,89,101,148.0,0.0180052210274703
1512,44,39,2,448,89,101,507,41,89,101,148.0,0.0180052210274703
1513,44,39,2,448,89,102,505,41,89,102,148.0,0.0180052210274703
1514,44,39,2,448,89,102,506,41,89,102,148.0,0.0180052210274703
1515,44,39,2,448,89,102,507,41,89,102,148.0,0.0180052210274703
1516,44,39,2,448,89,103,505,41,89,103,148.0,0.0180052210274703
1517,44,39,2,448,89,103,506,41,89,103,148.0,0.0180052210274703
1518,44,39,2,448,89,103,507,41,89,103,148.0,0.0180052210274703
1519,44,39,2,448,89,104,505,41,89,104,148.0,0.0180052210274703
1520,44,39,2,448,89,104,506,41,89,104,148.0,0.0180052210274703
1521,44,39,2,448,89,104,507,41,89,104,148.0,0.0180052210274703
1522,44,39,2,448,89,105,505,41,89,105,148.0,0.0180052210274703
1523,44,39,2,448,89,105,506,41,89,105,148.0,0.0180052210274703
1524,44,39,2,448,89,105,507,41,89,105,148.0,0.0180052210274703
1525,44,39,1,448,86,93,505,41,86,93,187.0,0.0234839803462945
1526,44,39,1,448,86,93,506,41,86,93,187.0,0.0234839803462945
1527,44,39,1,448,86,93,507,41,86,93,187.0,0.0234839803462945
1528,44,39,1,448,86,94,505,41,86,94,187.0,0.0234839803462945
1529,44,39,1,448,86,94,506,41,86,94,187.0,0.0234839803462945
1530,44,39,1,448,86,94,507,41,86,94,187.0,0.0234839803462945
1531,44,39,1,448,86,95,505,41,86,95,187.0,0.0234839803462945
1532,44,39,1,448,86,95,506,41,86,95,187.0,0.0234839803462945
1533,44,39,1,448,86,95,507,41,86,95,187.0,0.0234839803462945
1534,44,39,1,448,86,96,505,41,86,96,187.0,0.0234839803462945
1535,44,39,1,448,86,96,506,41,86,96,187.0,0.0234839803462945
1536,44,39,1,448,86,96,507,41,86,96,187.0,0.0234839803462945
1537,44,39,1,448,86,97,505,41,86,97,187.0,0.0234839803462945
1538,44,39,1,448,86,97,506,41,86,97,187.0,0.0234839803462945
1539,44,39,1,448,86,97,507,41,86,97,187.0,0.0234839803462945
1540,44,39,1,448,86,98,505,41,86,98,187.0,0.0234839803462945
1541,44,39,1,448,86,98,506,41,86,98,187.0,0.0234839803462945
1542,44,39,1,448,86,98,507,41,86,98,187.0,0.0234839803462945
1543,44,39,1,448,86,99,505,41,86,99,187.0,0.0234839803462945
1544,44,39,1,448,86,99,506,41,86,99,187.0,0.0234839803462945
1545,44,39,1,448,86,99,507,41,86,99,187.0,0.0234839803462945
1546,44,39,1,448,86,100,505,41,86,100,187.0,0.0234839803462945
1547,44,39,1,448,86,100,506,41,86,100,187.0,0.0234839803462945
1548,44,39,1,448,86,100,507,41,86,100,187.0,0.0234839803462945
1549,44,39,1,448,86,101,505,41,86,101,187.0,0.0234839803462945
1550,44,39,1,448,86,101,506,41,86,101,187.0,0.0234839803462945
1551,44,39,1,448,86,101,507,41,86,101,187.0,0.0234839803462945
1552,44,39,1,448,86,102,505,41,86,102,187.0,0.0234839803462945
1553,44,39,1,448,86,102,506,41,86,102,187.0,0.0234839803462945
1554,44,39,1,448,86,102,507,41,86,102,187.0,0.0234839803462945
1555,44,39,1,448,86,103,505,41,86,103,187.0,0.0234839803462945
1556,44,39,1,448,86,103,506,41,86,103,187.0,0.0234839803462945
1557,44,39,1,448,86,103,507,41,86,103,187.0,0.0234839803462945
1558,44,39,1,448,86,104,505,41,86,104,187.0,0.0234839803462945
1559,44,39,1,448,86,104,506,41,86,104,187.0,0.0234839803462945
1560,44,39,1,448,86,104,507,41,86,104,187.0,0.0234839803462945
1561,44,39,1,448,86,105,505,41,86,105,187.0,0.0234839803462945
1562,44,39,1,448,86,105,506,41,86,105,187.0,0.0234839803462945
1563,44,39,1,448,86,105,507,41,86,105,187.0,0.0234839803462945
1564,44,39,1,448,87,93,505,41,87,93,187.0,0.0234839803462945
1565,44,39,1,448,87,93,506,41,87,93,187.0,0.0234839803462945
1566,44,39,1,448,87,93,507,41,87,93,187.0,0.0234839803462945
1567,44,39,1,448,87,94,505,41,87,94,187.0,0.0234839803462945
1568,44,39,1,448,87,94,506,41,87,94,187.0,0.0234839803462945
1569,44,39,1,448,87,94,507,41,87,94,187.0,0.0234839803462945
1570,44,39,1,448,87,95,505,41,87,95,187.0,0.0234839803462945
1571,44,39,1,448,87,95,506,41,87,95,187.0,0.0234839803462945
1572,44,39,1,448,87,95,507,41,87,95,187.0,0.0234839803462945
1573,44,39,1,448,87,96,505,41,87,96,187.0,0.0234839803462945
1574,44,39,1,448,87,96,506,41,87,96,187.0,0.0234839803462945
1575,44,39,1,448,87,96,507,41,87,96,187.0,0.0234839803462945
1576,44,39,1,448,87,97,505,41,87,97,187.0,0.0234839803462945
1577,44,39,1,448,87,97,506,41,87,97,187.0,0.0234839803462945
1578,44,39,1,448,87,97,507,41,87,97,187.0,0.0234839803462945
1579,44,39,1,448,87,98,505,41,87,98,187.0,0.0234839803462945
1580,44,39,1,448,87,98,506,41,87,98,187.0,0.0234839803462945
1581,44,39,1,448,87,98,507,41,87,98,187.0,0.0234839803462945
1582,44,39,1,448,87,99,505,41,87,99,187.0,0.0234839803462945
1583,44,39,1,448,87,99,506,41,87,99,187.0,0.0234839803462945
1584,44,39,1,448,87,99,507,41,87,99,187.0,0.0234839803462945
1585,44,39,1,448,87,100,505,41,87,100,187.0,0.0234839803462945
1586,44,39,1,448,87,100,506,41,87,100,187.0,0.0234839803462945
1587,44,39,1,448,87,100,507,41,87,100,187.0,0.0234839803462945
1588,44,39,1,448,87,101,505,41,87,101,187.0,0.0234839803462945
1589,44,39,1,448,87,101,506,41,87,101,187.0,0.0234839803462945
1590,44,39,1,448,87,101,507,41,87,101,187.0,0.0234839803462945
1591,44,39,1,448,87,102,505,41,87,102,187.0,0.0234839803462945
1592,44,39,1,448,87,102,506,41,87,102,187.0,0.0234839803462945
1593,44,39,1,448,87,102,507,41,87,102,187.0,0.0234839803462945
1594,44,39,1,448,87,103,505,41,87,103,187.0,0.0234839803462945
1595,44,39,1,448,87,103,506,41,87,103,187.0,0.0234839803462945
1596,44,39,1,448,87,103,507,41,87,103,187.0,0.0234839803462945
1597,44,39,1,448,87,104,505,41,87,104,187.0,0.0234839803462945
1598,44,39,1,448,87,104,506,41,87,104,187.0,0.0234839803462945
1599,44,39,1,448,87,104,507,41,87,104,187.0,0.0234839803462945
1600,44,39,1,448,87,105,505,41,87,105,187.0,0.0234839803462945
1601,44,39,1,448,87,105,506,41,87,105,187.0,0.0234839803462945
1602,44,39,1,448,87,105,507,41,87,105,187.0,0.0234839803462945
1603,44,39,1,448,88,93,505,41,88,93,187.0,0.0234839803462945
1604,44,39,1,448,88,93,506,41,88,93,187.0,0.0234839803462945
1605,44,39,1,448,88,93,507,41,88,93,187.0,0.0234839803462945
1606,44,39,1,448,88,94,505,41,88,94,187.0,0.0234839803462945
1607,44,39,1,448,88,94,506,41,88,94,187.0,0.0234839803462945
1608,44,39,1,448,88,94,507,41,88,94,187.0,0.0234839803462945
1609,44,39,1,448,88,95,505,41,88,95,187.0,0.0234839803462945
1610,44,39,1,448,88,95,506,41,88,95,187.0,0.0234839803462945
1611,44,39,1,448,88,95,507,41,88,95,187.0,0.0234839803462945
1612,44,39,1,448,88,96,505,41,88,96,187.0,0.0234839803462945
1613,44,39,1,448,88,96,506,41,88,96,187.0,0.0234839803462945
1614,44,39,1,448,88,96,507,41,88,96,187.0,0.0234839803462945
1615,44,39,1,448,88,97,505,41,88,97,187.0,0.0234839803462945
1616,44,39,1,448,88,97,506,41,88,97,187.0,0.0234839803462945
1617,44,39,1,448,88,97,507,41,88,97,187.0,0.0234839803462945
1618,44,39,1,448,88,98,505,41,88,98,187.0,0.0234839803462945
1619,44,39,1,448,88,98,506,41,88,98,187.0,0.0234839803462945
1620,44,39,1,448,88,98,507,41,88,98,187.0,0.0234839803462945
1621,44,39,1,448,88,99,505,41,88,99,187.0,0.0234839803462945
1622,44,39,1,448,88,99,506,41,88,99,187.0,0.0234839803462945
1623,44,39,1,448,88,99,507,41,88,99,187.0,0.0234839803462945
1624,44,39,1,448,88,100,505,41,88,100,187.0,0.0234839803462945
1625,44,39,1,448,88,100,506,41,88,100,187.0,0.0234839803462945
1626,44,39,1,448,88,100,507,41,88,100,187.0,0.0234839803462945
1627,44,39,1,448,88,101,505,41,88,101,187.0,0.0234839803462945
1628,44,39,1,448,88,101,506,41,88,101,187.0,0.0234839803462945
1629,44,39,1,448,88,101,507,41,88,101,187.0,0.0234839803462945
1630,44,39,1,448,88,102,505,41,88,102,187.0,0.0234839803462945
1631,44,39,1,448,88,102,506,41,88,102,187.0,0.0234839803462945
1632,44,39,1,448,88,102,507,41,88,102,187.0,0.0234839803462945
1633,44,39,1,448,88,103,505,41,88,103,187.0,0.0234839803462945
1634,44,39,1,448,88,103,506,41,88,103,187.0,0.0234839803462945
1635,44,39,1,448,88,103,507,41,88,103,187.0,0.0234839803462945
1636,44,39,1,448,88,104,505,41,88,104,187.0,0.0234839803462945
1637,44,39,1,448,88,104,506,41,88,104,187.0,0.0234839803462945
1638,44,39,1,448,88,104,507,41,88,104,187.0,0.0234839803462945
1639,44,39,1,448,88,105,505,41,88,105,187.0,0.0234839803462945
1640,44,39,1,448,88,105,506,41,88,105,187.0,0.0234839803462945
1641,44,39,1,448,88,105,507,41,88,105,187.0,0.0234839803462945
1642,44,39,1,448,89,93,505,41,89,93,187.0,0.0234839803462945
1643,44,39,1,448,89,93,506,41,89,93,187.0,0.0234839803462945
1644,44,39,1,448,89,93,507,41,89,93,187.0,0.0234839803462945
1645,44,39,1,448,89,94,505,41,89,94,187.0,0.0234839803462945
1646,44,39,1,448,89,94,506,41,89,94,187.0,0.0234839803462945
1647,44,39,1,448,89,94,507,41,89,94,187.0,0.0234839803462945
1648,44,39,1,448,89,95,505,41,89,95,187.0,0.0234839803462945
1649,44,39,1,448,89,95,506,41,89,95,187.0,0.0234839803462945
1650,44,39,1,448,89,95,507,41,89,95,187.0,0.0234839803462945
1651,44,39,1,448,89,96,505,41,89,96,187.0,0.0234839803462945
1652,44,39,1,448,89,96,506,41,89,96,187.0,0.0234839803462945
1653,44,39,1,448,89,96,507,41,89,96,187.0,0.0234839803462945
1654,44,39,1,448,89,97,505,41,89,97,187.0,0.0234839803462945
1655,44,39,1,448,89,97,506,41,89,97,187.0,0.0234839803462945
1656,44,39,1,448,89,97,507,41,89,97,187.0,0.0234839803462945
1657,44,39,1,448,89,98,505,41,89,98,187.0,0.0234839803462945
1658,44,39,1,448,89,98,506,41,89,98,187.0,0.0234839803462945
1659,44,39,1,448,89,98,507,41,89,98,187.0,0.0234839803462945
1660,44,39,1,448,89,99,505,41,89,99,187.0,0.0234839803462945
1661,44,39,1,448,89,99,506,41,89,99,187.0,0.0234839803462945
1662,44,39,1,448,89,99,507,41,89,99,187.0,0.0234839803462945
1663,44,39,1,448,89,100,505,41,89,100,187.0,0.0234839803462945
1664,44,39,1,448,89,100,506,41,89,100,187.0,0.0234839803462945
1665,44,39,1,448,89,100,507,41,89,100,187.0,0.0234839803462945
1666,44,39,1,448,89,101,505,41,89,101,187.0,0.0234839803462945
1667,44,39,1,448,89,101,506,41,89,101,187.0,0.0234839803462945
1668,44,39,1,448,89,101,507,41,89,101,187.0,0.0234839803462945
1669,44,39,1,448,89,102,505,41,89,102,187.0,0.0234839803462945
1670,44,39,1,448,89,102,506,41,89,102,187.0,0.0234839803462945
1671,44,39,1,448,89,102,507,41,89,102,187.0,0.0234839803462945
1672,44,39,1,448,89,103,505,41,89,103,187.0,0.0234839803462945
1673,44,39,1,448,89,103,506,41,89,103,187.0,0.0234839803462945
1674,44,39,1,448,89,103,507,41,89,103,187.0,0.0234839803462945
1675,44,39,1,448,89,104,505,41,89,104,187.0,0.0234839803462945
1676,44,39,1,448,89,104,506,41,89,104,187.0,0.0234839803462945
1677,44,39,1,448,89,104,507,41,89,104,187.0,0.0234839803462945
1678,44,39,1,448,89,105,505,41,89,105,187.0,0.0234839803462945
1679,44,39,1,448,89,105,506,41,89,105,187.0,0.0234839803462945
1680,44,39,1,448,89,105,507,41,89,105,187.0,0.0234839803462945
1681,44,39,3,448,86,93,505,41,86,93,335.0,0.0207011024665641
1682,44,39,3,448,86,93,506,41,86,93,335.0,0.0207011024665641
1683,44,39,3,448,86,93,507,41,86,93,335.0,0.0207011024665641
1684,44,39,3,448,86,94,505,41,86,94,335.0,0.0207011024665641
1685,44,39,3,448,86,94,506,41,86,94,335.0,0.0207011024665641
1686,44,39,3,448,86,94,507,41,86,94,335.0,0.0207011024665641
1687,44,39,3,448,86,95,505,41,86,95,335.0,0.0207011024665641
1688,44,39,3,448,86,95,506,41,86,95,335.0,0.0207011024665641
1689,44,39,3,448,86,95,507,41,86,95,335.0,0.0207011024665641
1690,44,39,3,448,86,96,505,41,86,96,335.0,0.0207011024665641
1691,44,39,3,448,86,96,506,41,86,96,335.0,0.0207011024665641
1692,44,39,3,448,86,96,507,41,86,96,335.0,0.0207011024665641
1693,44,39,3,448,86,97,505,41,86,97,335.0,0.0207011024665641
1694,44,39,3,448,86,97,506,41,86,97,335.0,0.0207011024665641
1695,44,39,3,448,86,97,507,41,86,97,335.0,0.0207011024665641
1696,44,39,3,448,86,98,505,41,86,98,335.0,0.0207011024665641
1697,44,39,3,448,86,98,506,41,86,98,335.0,0.0207011024665641
1698,44,39,3,448,86,98,507,41,86,98,335.0,0.0207011024665641
1699,44,39,3,448,86,99,505,41,86,99,335.0,0.0207011024665641
1700,44,39,3,448,86,99,506,41,86,99,335.0,0.0207011024665641
1701,44,39,3,448,86,99,507,41,86,99,335.0,0.0207011024665641
1702,44,39,3,448,86,100,505,41,86,100,335.0,0.0207011024665641
1703,44,39,3,448,86,100,506,41,86,100,335.0,0.0207011024665641
1704,44,39,3,448,86,100,507,41,86,100,335.0,0.0207011024665641
1705,44,39,3,448,86,101,505,41,86,101,335.0,0.0207011024665641
1706,44,39,3,448,86,101,506,41,86,101,335.0,0.0207011024665641
1707,44,39,3,448,86,101,507,41,86,101,335.0,0.0207011024665641
1708,44,39,3,448,86,102,505,41,86,102,335.0,0.0207011024665641
1709,44,39,3,448,86,102,506,41,86,102,335.0,0.0207011024665641
1710,44,39,3,448,86,102,507,41,86,102,335.0,0.0207011024665641
1711,44,39,3,448,86,103,505,41,86,103,335.0,0.0207011024665641
1712,44,39,3,448,86,103,506,41,86,103,335.0,0.0207011024665641
1713,44,39,3,448,86,103,507,41,86,103,335.0,0.0207011024665641
1714,44,39,3,448,86,104,505,41,86,104,335.0,0.0207011024665641
1715,44,39,3,448,86,104,506,41,86,104,335.0,0.0207011024665641
1716,44,39,3,448,86,104,507,41,86,104,335.0,0.0207011024665641
1717,44,39,3,448,86,105,505,41,86,105,335.0,0.0207011024665641
1718,44,39,3,448,86,105,506,41,86,105,335.0,0.0207011024665641
1719,44,39,3,448,86,105,507,41,86,105,335.0,0.0207011024665641
1720,44,39,3,448,87,93,505,41,87,93,335.0,0.0207011024665641
1721,44,39,3,448,87,93,506,41,87,93,335.0,0.0207011024665641
1722,44,39,3,448,87,93,507,41,87,93,335.0,0.0207011024665641
1723,44,39,3,448,87,94,505,41,87,94,335.0,0.0207011024665641
1724,44,39,3,448,87,94,506,41,87,94,335.0,0.0207011024665641
1725,44,39,3,448,87,94,507,41,87,94,335.0,0.0207011024665641
1726,44,39,3,448,87,95,505,41,87,95,335.0,0.0207011024665641
1727,44,39,3,448,87,95,506,41,87,95,335.0,0.0207011024665641
1728,44,39,3,448,87,95,507,41,87,95,335.0,0.0207011024665641
1729,44,39,3,448,87,96,505,41,87,96,335.0,0.0207011024665641
1730,44,39,3,448,87,96,506,41,87,96,335.0,0.0207011024665641
1731,44,39,3,448,87,96,507,41,87,96,335.0,0.0207011024665641
1732,44,39,3,448,87,97,505,41,87,97,335.0,0.0207011024665641
1733,44,39,3,448,87,97,506,41,87,97,335.0,0.0207011024665641
1734,44,39,3,448,87,97,507,41,87,97,335.0,0.0207011024665641
1735,44,39,3,448,87,98,505,41,87,98,335.0,0.0207011024665641
1736,44,39,3,448,87,98,506,41,87,98,335.0,0.0207011024665641
1737,44,39,3,448,87,98,507,41,87,98,335.0,0.0207011024665641
1738,44,39,3,448,87,99,505,41,87,99,335.0,0.0207011024665641
1739,44,39,3,448,87,99,506,41,87,99,335.0,0.0207011024665641
1740,44,39,3,448,87,99,507,41,87,99,335.0,0.0207011024665641
1741,44,39,3,448,87,100,505,41,87,100,335.0,0.0207011024665641
1742,44,39,3,448,87,100,506,41,87,100,335.0,0.0207011024665641
1743,44,39,3,448,87,100,507,41,87,100,335.0,0.0207011024665641
1744,44,39,3,448,87,101,505,41,87,101,335.0,0.0207011024665641
1745,44,39,3,448,87,101,506,41,87,101,335.0,0.0207011024665641
1746,44,39,3,448,87,101,507,41,87,101,335.0,0.0207011024665641
1747,44,39,3,448,87,102,505,41,87,102,335.0,0.0207011024665641
1748,44,39,3,448,87,102,506,41,87,102,335.0,0.0207011024665641
1749,44,39,3,448,87,102,507,41,87,102,335.0,0.0207011024665641
1750,44,39,3,448,87,103,505,41,87,103,335.0,0.0207011024665641
1751,44,39,3,448,87,103,506,41,87,103,335.0,0.0207011024665641
1752,44,39,3,448,87,103,507,41,87,103,335.0,0.0207011024665641
1753,44,39,3,448,87,104,505,41,87,104,335.0,0.0207011024665641
1754,44,39,3,448,87,104,506,41,87,104,335.0,0.0207011024665641
1755,44,39,3,448,87,104,507,41,87,104,335.0,0.0207011024665641
1756,44,39,3,448,87,105,505,41,87,105,335.0,0.0207011024665641
1757,44,39,3,448,87,105,506,41,87,105,335.0,0.0207011024665641
1758,44,39,3,448,87,105,507,41,87,105,335.0,0.0207011024665641
1759,44,39,3,448,88,93,505,41,88,93,335.0,0.0207011024665641
1760,44,39,3,448,88,93,506,41,88,93,335.0,0.0207011024665641
1761,44,39,3,448,88,93,507,41,88,93,335.0,0.0207011024665641
1762,44,39,3,448,88,94,505,41,88,94,335.0,0.0207011024665641
1763,44,39,3,448,88,94,506,41,88,94,335.0,0.0207011024665641
1764,44,39,3,448,88,94,507,41,88,94,335.0,0.0207011024665641
1765,44,39,3,448,88,95,505,41,88,95,335.0,0.0207011024665641
1766,44,39,3,448,88,95,506,41,88,95,335.0,0.0207011024665641
1767,44,39,3,448,88,95,507,41,88,95,335.0,0.0207011024665641
1768,44,39,3,448,88,96,505,41,88,96,335.0,0.0207011024665641
1769,44,39,3,448,88,96,506,41,88,96,335.0,0.0207011024665641
1770,44,39,3,448,88,96,507,41,88,96,335.0,0.0207011024665641
1771,44,39,3,448,88,97,505,41,88,97,335.0,0.0207011024665641
1772,44,39,3,448,88,97,506,41,88,97,335.0,0.0207011024665641
1773,44,39,3,448,88,97,507,41,88,97,335.0,0.0207011024665641
1774,44,39,3,448,88,98,505,41,88,98,335.0,0.0207011024665641
1775,44,39,3,448,88,98,506,41,88,98,335.0,0.0207011024665641
1776,44,39,3,448,88,98,507,41,88,98,335.0,0.0207011024665641
1777,44,39,3,448,88,99,505,41,88,99,335.0,0.0207011024665641
1778,44,39,3,448,88,99,506,41,88,99,335.0,0.0207011024665641
1779,44,39,3,448,88,99,507,41,88,99,335.0,0.0207011024665641
1780,44,39,3,448,88,100,505,41,88,100,335.0,0.0207011024665641
1781,44,39,3,448,88,100,506,41,88,100,335.0,0.0207011024665641
1782,44,39,3,448,88,100,507,41,88,100,335.0,0.0207011024665641
1783,44,39,3,448,88,101,505,41,88,101,335.0,0.0207011024665641
1784,44,39,3,448,88,101,506,41,88,101,335.0,0.0207011024665641
1785,44,39,3,448,88,101,507,41,88,101,335.0,0.0207011024665641
1786,44,39,3,448,88,102,505,41,88,102,335.0,0.0207011024665641
1787,44,39,3,448,88,102,506,41,88,102,335.0,0.0207011024665641
1788,44,39,3,448,88,102,507,41,88,102,335.0,0.0207011024665641
1789,44,39,3,448,88,103,505,41,88,103,335.0,0.0207011024665641
1790,44,39,3,448,88,103,506,41,88,103,335.0,0.0207011024665641
1791,44,39,3,448,88,103,507,41,88,103,335.0,0.0207011024665641
1792,44,39,3,448,88,104,505,41,88,104,335.0,0.0207011024665641
1793,44,39,3,448,88,104,506,41,88,104,335.0,0.0207011024665641
1794,44,39,3,448,88,104,507,41,88,104,335.0,0.0207011024665641
1795,44,39,3,448,88,105,505,41,88,105,335.0,0.0207011024665641
1796,44,39,3,448,88,105,506,41,88,105,335.0,0.0207011024665641
1797,44,39,3,448,88,105,507,41,88,105,335.0,0.0207011024665641
1798,44,39,3,448,89,93,505,41,89,93,335.0,0.0207011024665641
1799,44,39,3,448,89,93,506,41,89,93,335.0,0.0207011024665641
1800,44,39,3,448,89,93,507,41,89,93,335.0,0.0207011024665641
1801,44,39,3,448,89,94,505,41,89,94,335.0,0.0207011024665641
1802,44,39,3,448,89,94,506,41,89,94,335.0,0.0207011024665641
1803,44,39,3,448,89,94,507,41,89,94,335.0,0.0207011024665641
1804,44,39,3,448,89,95,505,41,89,95,335.0,0.0207011024665641
1805,44,39,3,448,89,95,506,41,89,95,335.0,0.0207011024665641
1806,44,39,3,448,89,95,507,41,89,95,335.0,0.0207011024665641
1807,44,39,3,448,89,96,505,41,89,96,335.0,0.0207011024665641
1808,44,39,3,448,89,96,506,41,89,96,335.0,0.0207011024665641
1809,44,39,3,448,89,96,507,41,89,96,335.0,0.0207011024665641
1810,44,39,3,448,89,97,505,41,89,97,335.0,0.0207011024665641
1811,44,39,3,448,89,97,506,41,89,97,335.0,0.0207011024665641
1812,44,39,3,448,89,97,507,41,89,97,335.0,0.0207011024665641
1813,44,39,3,448,89,98,505,41,89,98,335.0,0.0207011024665641
1814,44,39,3,448,89,98,506,41,89,98,335.0,0.0207011024665641
1815,44,39,3,448,89,98,507,41,89,98,335.0,0.0207011024665641
1816,44,39,3,448,89,99,505,41,89,99,335.0,0.0207011024665641
1817,44,39,3,448,89,99,506,41,89,99,335.0,0.0207011024665641
1818,44,39,3,448,89,99,507,41,89,99,335.0,0.0207011024665641
1819,44,39,3,448,89,100,505,41,89,100,335.0,0.0207011024665641
1820,44,39,3,448,89,100,506,41,89,100,335.0,0.0207011024665641
1821,44,39,3,448,89,100,507,41,89,100,335.0,0.0207011024665641
1822,44,39,3,448,89,101,505,41,89,101,335.0,0.0207011024665641
1823,44,39,3,448,89,101,506,41,89,101,335.0,0.0207011024665641
1824,44,39,3,448,89,101,507,41,89,101,335.0,0.0207011024665641
1825,44,39,3,448,89,102,505,41,89,102,335.0,0.0207011024665641
1826,44,39,3,448,89,102,506,41,89,102,335.0,0.0207011024665641
1827,44,39,3,448,89,102,507,41,89,102,335.0,0.0207011024665641
1828,44,39,3,448,89,103,505,41,89,103,335.0,0.0207011024665641
1829,44,39,3,448,89,103,506,41,89,103,335.0,0.0207011024665641
1830,44,39,3,448,89,103,507,41,89,103,335.0,0.0207011024665641
1831,44,39,3,448,89,104,505,41,89,104,335.0,0.0207011024665641
1832,44,39,3,448,89,104,506,41,89,104,335.0,0.0207011024665641
1833,44,39,3,448,89,104,507,41,89,104,335.0,0.0207011024665641
1834,44,39,3,448,89,105,505,41,89,105,335.0,0.0207011024665641
1835,44,39,3,448,89,105,506,41,89,105,335.0,0.0207011024665641
1836,44,39,3,448,89,105,507,41,89,105,335.0,0.0207011024665641
1837,44,44,2,443,86,93,502,41,86,93,139.0,0.0160405653202977
1838,44,44,2,443,86,93,503,41,86,93,139.0,0.0160405653202977
1839,44,44,2,443,86,93,504,41,86,93,139.0,0.0160405653202977
1840,44,44,2,443,86,94,502,41,86,94,139.0,0.0160405653202977
1841,44,44,2,443,86,94,503,41,86,94,139.0,0.0160405653202977
1842,44,44,2,443,86,94,504,41,86,94,139.0,0.0160405653202977
1843,44,44,2,443,86,95,502,41,86,95,139.0,0.0160405653202977
1844,44,44,2,443,86,95,503,41,86,95,139.0,0.0160405653202977
1845,44,44,2,443,86,95,504,41,86,95,139.0,0.0160405653202977
1846,44,44,2,443,86,96,502,41,86,96,139.0,0.0160405653202977
1847,44,44,2,443,86,96,503,41,86,96,139.0,0.0160405653202977
1848,44,44,2,443,86,96,504,41,86,96,139.0,0.0160405653202977
1849,44,44,2,443,86,97,502,41,86,97,139.0,0.0160405653202977
1850,44,44,2,443,86,97,503,41,86,97,139.0,0.0160405653202977
1851,44,44,2,443,86,97,504,41,86,97,139.0,0.0160405653202977
1852,44,44,2,443,86,98,502,41,86,98,139.0,0.0160405653202977
1853,44,44,2,443,86,98,503,41,86,98,139.0,0.0160405653202977
1854,44,44,2,443,86,98,504,41,86,98,139.0,0.0160405653202977
1855,44,44,2,443,86,99,502,41,86,99,139.0,0.0160405653202977
1856,44,44,2,443,86,99,503,41,86,99,139.0,0.0160405653202977
1857,44,44,2,443,86,99,504,41,86,99,139.0,0.0160405653202977
1858,44,44,2,443,86,100,502,41,86,100,139.0,0.0160405653202977
1859,44,44,2,443,86,100,503,41,86,100,139.0,0.0160405653202977
